DriverNumber,BroadcastName,Abbreviation,TeamName,Position,GridPosition,Points,Status,Year,RoundNumber,EventName,QualifyingPosition,QDelta
27,N HULKENBERG,HUL,Kick Sauber,7.0,17.0,6.0,Finished,2025,1,Australian Grand Prix,17.0,0.0197480558218811
16,C LECLERC,LEC,Ferrari,8.0,7.0,4.0,Finished,2025,1,Australian Grand Prix,7.0,0.0087754341110044
81,O PIASTRI,PIA,McLaren,9.0,2.0,2.0,Finished,2025,1,Australian Grand Prix,2.0,0.0011185682326622
44,L HAMILTON,HAM,Ferrari,10.0,8.0,1.0,Finished,2025,1,Australian Grand Prix,8.0,0.0109593054223925
10,P GASLY,GAS,Alpine,11.0,9.0,0.0,Finished,2025,1,Australian Grand Prix,9.0,0.0117715990199211
22,Y TSUNODA,TSU,Racing Bulls,12.0,5.0,0.0,Finished,2025,1,Australian Grand Prix,5.0,0.0076435495898582
31,E OCON,OCO,Haas F1 Team,13.0,19.0,0.0,Finished,2025,1,Australian Grand Prix,19.0,0.0273117076808352
87,O BEARMAN,BEA,Haas F1 Team,14.0,20.0,0.0,Finished,2025,1,Australian Grand Prix,20.0,
30,L LAWSON,LAW,Red Bull Racing,15.0,18.0,0.0,Retired,2025,1,Australian Grand Prix,18.0,0.0266059443911791
5,G BORTOLETO,BOR,Kick Sauber,16.0,15.0,0.0,Retired,2025,1,Australian Grand Prix,15.0,0.0189091296473847
14,F ALONSO,ALO,Aston Martin,17.0,12.0,0.0,Retired,2025,1,Australian Grand Prix,12.0,0.0158730158730157
55,C SAINZ,SAI,Williams,18.0,10.0,0.0,Retired,2025,1,Australian Grand Prix,10.0,0.0111191008842014
7,J DOOHAN,DOO,Alpine,19.0,14.0,0.0,Retired,2025,1,Australian Grand Prix,14.0,0.0162325556620857
6,I HADJAR,HAD,Racing Bulls,20.0,11.0,0.0,Retired,2025,1,Australian Grand Prix,11.0,0.0143682752743154
81,O PIASTRI,PIA,McLaren,1.0,1.0,25.0,Finished,2025,2,Chinese Grand Prix,1.0,0.0
4,L NORRIS,NOR,McLaren,2.0,3.0,18.0,Finished,2025,2,Chinese Grand Prix,3.0,0.0016107501020509
63,G RUSSELL,RUS,Mercedes,3.0,2.0,15.0,Finished,2025,2,Chinese Grand Prix,2.0,0.0009046678655353
1,M VERSTAPPEN,VER,Red Bull Racing,4.0,4.0,12.0,Finished,2025,2,Chinese Grand Prix,4.0,0.0019417261504174
31,E OCON,OCO,Haas F1 Team,5.0,11.0,10.0,Finished,2025,2,Chinese Grand Prix,11.0,0.0108560143864255
12,K ANTONELLI,ANT,Mercedes,6.0,8.0,8.0,Finished,2025,2,Chinese Grand Prix,8.0,0.005097031144846
23,A ALBON,ALB,Williams,7.0,10.0,6.0,Finished,2025,2,Chinese Grand Prix,10.0,0.0095100451230678
87,O BEARMAN,BEA,Haas F1 Team,8.0,17.0,4.0,Finished,2025,2,Chinese Grand Prix,17.0,0.0151918006200284
18,L STROLL,STR,Aston Martin,9.0,14.0,2.0,Finished,2025,2,Chinese Grand Prix,14.0,0.0124888295583675
55,C SAINZ,SAI,Williams,10.0,15.0,1.0,Finished,2025,2,Chinese Grand Prix,15.0,0.0108891119912621
6,I HADJAR,HAD,Racing Bulls,11.0,7.0,0.0,Finished,2025,2,Chinese Grand Prix,7.0,0.0048322503061527
30,L LAWSON,LAW,Red Bull Racing,12.0,20.0,0.0,Finished,2025,2,Chinese Grand Prix,20.0,0.0169128760715349
7,J DOOHAN,DOO,Alpine,13.0,18.0,0.0,Finished,2025,2,Chinese Grand Prix,18.0,0.0160082082059994
5,G BORTOLETO,BOR,Kick Sauber,14.0,19.0,0.0,Lapped,2025,2,Chinese Grand Prix,19.0,0.0165488024183316
27,N HULKENBERG,HUL,Kick Sauber,15.0,12.0,0.0,Lapped,2025,2,Chinese Grand Prix,12.0,0.0109332421310444
22,Y TSUNODA,TSU,Racing Bulls,16.0,9.0,0.0,Lapped,2025,2,Chinese Grand Prix,9.0,0.0065864233624959
14,F ALONSO,ALO,Aston Martin,17.0,13.0,0.0,Retired,2025,2,Chinese Grand Prix,13.0,0.0115510640879954
16,C LECLERC,LEC,Ferrari,18.0,6.0,0.0,Disqualified,2025,2,Chinese Grand Prix,6.0,0.0041923632793106
44,L HAMILTON,HAM,Ferrari,19.0,5.0,0.0,Disqualified,2025,2,Chinese Grand Prix,5.0,0.0031553049944285
10,P GASLY,GAS,Alpine,20.0,16.0,0.0,Disqualified,2025,2,Chinese Grand Prix,16.0,0.014904954711444
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,1.0,25.0,Finished,2025,3,Japanese Grand Prix,1.0,0.0
4,L NORRIS,NOR,McLaren,2.0,2.0,18.0,Finished,2025,3,Japanese Grand Prix,2.0,0.0001379579917915
81,O PIASTRI,PIA,McLaren,3.0,3.0,15.0,Finished,2025,3,Japanese Grand Prix,3.0,0.0005058459699021
16,C LECLERC,LEC,Ferrari,4.0,4.0,12.0,Finished,2025,3,Japanese Grand Prix,4.0,0.0036328937838428
63,G RUSSELL,RUS,Mercedes,5.0,5.0,10.0,Finished,2025,3,Japanese Grand Prix,5.0,0.0038513272708459
12,K ANTONELLI,ANT,Mercedes,6.0,6.0,8.0,Finished,2025,3,Japanese Grand Prix,6.0,0.0065759976087281
44,L HAMILTON,HAM,Ferrari,7.0,8.0,6.0,Finished,2025,3,Japanese Grand Prix,8.0,0.0072083050711057
6,I HADJAR,HAD,Racing Bulls,8.0,7.0,4.0,Finished,2025,3,Japanese Grand Prix,7.0,0.0067369485991515
23,A ALBON,ALB,Williams,9.0,9.0,2.0,Finished,2025,3,Japanese Grand Prix,9.0,0.0072657875676855
87,O BEARMAN,BEA,Haas F1 Team,10.0,10.0,1.0,Finished,2025,3,Japanese Grand Prix,10.0,0.0083694515020175
14,F ALONSO,ALO,Aston Martin,11.0,12.0,0.0,Finished,2025,3,Japanese Grand Prix,13.0,0.0105078003747858
22,Y TSUNODA,TSU,Red Bull Racing,12.0,14.0,0.0,Finished,2025,3,Japanese Grand Prix,15.0,0.0113125553269028
10,P GASLY,GAS,Alpine,13.0,11.0,0.0,Finished,2025,3,Japanese Grand Prix,11.0,0.0096455629260889
55,C SAINZ,SAI,Williams,14.0,15.0,0.0,Finished,2025,3,Japanese Grand Prix,12.0,0.0098065139165123
7,J DOOHAN,DOO,Alpine,15.0,19.0,0.0,Finished,2025,3,Japanese Grand Prix,19.0,0.0217743697044249
27,N HULKENBERG,HUL,Kick Sauber,16.0,16.0,0.0,Finished,2025,3,Japanese Grand Prix,16.0,0.0182449444144256
30,L LAWSON,LAW,Racing Bulls,17.0,13.0,0.0,Finished,2025,3,Japanese Grand Prix,14.0,0.0106112688686295
31,E OCON,OCO,Haas F1 Team,18.0,18.0,0.0,Finished,2025,3,Japanese Grand Prix,18.0,0.0196935033282364
5,G BORTOLETO,BOR,Kick Sauber,19.0,17.0,0.0,Finished,2025,3,Japanese Grand Prix,17.0,0.0188427623788555
18,L STROLL,STR,Aston Martin,20.0,20.0,0.0,Lapped,2025,3,Japanese Grand Prix,20.0,0.0263039904349125
81,O PIASTRI,PIA,McLaren,1.0,1.0,25.0,Finished,2025,4,Bahrain Grand Prix,1.0,0.0
63,G RUSSELL,RUS,Mercedes,2.0,3.0,18.0,Finished,2025,4,Bahrain Grand Prix,2.0,0.0018699702808295
4,L NORRIS,NOR,McLaren,3.0,6.0,15.0,Finished,2025,4,Bahrain Grand Prix,6.0,0.0047417103549604
16,C LECLERC,LEC,Ferrari,4.0,2.0,12.0,Finished,2025,4,Bahrain Grand Prix,3.0,0.0037176790106967
44,L HAMILTON,HAM,Ferrari,5.0,9.0,10.0,Finished,2025,4,Bahrain Grand Prix,9.0,0.01036275197293
1,M VERSTAPPEN,VER,Red Bull Racing,6.0,7.0,8.0,Finished,2025,4,Bahrain Grand Prix,7.0,0.0064781113300164
10,P GASLY,GAS,Alpine,7.0,4.0,6.0,Finished,2025,4,Bahrain Grand Prix,5.0,0.0041740408054229
31,E OCON,OCO,Haas F1 Team,8.0,14.0,4.0,Finished,2025,4,Bahrain Grand Prix,14.0,0.0195122494184169
22,Y TSUNODA,TSU,Red Bull Racing,9.0,10.0,2.0,Finished,2025,4,Bahrain Grand Prix,10.0,0.0154383855923242
87,O BEARMAN,BEA,Haas F1 Team,10.0,20.0,1.0,Finished,2025,4,Bahrain Grand Prix,20.0,0.0281831235182156
12,K ANTONELLI,ANT,Mercedes,11.0,5.0,0.0,Finished,2025,4,Bahrain Grand Prix,4.0,0.0041406484789795
23,A ALBON,ALB,Williams,12.0,15.0,0.0,Finished,2025,4,Bahrain Grand Prix,15.0,0.0244765752830001
6,I HADJAR,HAD,Racing Bulls,13.0,12.0,0.0,Finished,2025,4,Bahrain Grand Prix,12.0,0.0159170089380127
7,J DOOHAN,DOO,Alpine,14.0,11.0,0.0,Finished,2025,4,Bahrain Grand Prix,11.0,0.0156276087755035
14,F ALONSO,ALO,Aston Martin,15.0,13.0,0.0,Finished,2025,4,Bahrain Grand Prix,13.0,0.0199574804376621
30,L LAWSON,LAW,Racing Bulls,16.0,17.0,0.0,Finished,2025,4,Bahrain Grand Prix,17.0,0.025867922218141
18,L STROLL,STR,Aston Martin,17.0,19.0,0.0,Finished,2025,4,Bahrain Grand Prix,19.0,0.027181353724914
5,G BORTOLETO,BOR,Kick Sauber,18.0,18.0,0.0,Finished,2025,4,Bahrain Grand Prix,18.0,0.0261016685032447
55,C SAINZ,SAI,Williams,19.0,8.0,0.0,Retired,2025,4,Bahrain Grand Prix,8.0,0.0093387206286663
27,N HULKENBERG,HUL,Kick Sauber,20.0,16.0,0.0,Disqualified,2025,4,Bahrain Grand Prix,16.0,0.0247771062209904
81,O PIASTRI,PIA,McLaren,1.0,2.0,25.0,Finished,2025,5,Saudi Arabian Grand Prix,2.0,0.000114555410452
1,M VERSTAPPEN,VER,Red Bull Racing,2.0,1.0,18.0,Finished,2025,5,Saudi Arabian Grand Prix,1.0,0.0
16,C LECLERC,LEC,Ferrari,3.0,4.0,15.0,Finished,2025,5,Saudi Arabian Grand Prix,4.0,0.0043072834329965
4,L NORRIS,NOR,McLaren,4.0,10.0,12.0,Finished,2025,5,Saudi Arabian Grand Prix,10.0,0.002142186175453
63,G RUSSELL,RUS,Mercedes,5.0,3.0,10.0,Finished,2025,5,Saudi Arabian Grand Prix,3.0,0.0012944761381079
12,K ANTONELLI,ANT,Mercedes,6.0,5.0,8.0,Finished,2025,5,Saudi Arabian Grand Prix,5.0,0.0057735926867826
44,L HAMILTON,HAM,Ferrari,7.0,7.0,6.0,Finished,2025,5,Saudi Arabian Grand Prix,7.0,0.0092560771645245
55,C SAINZ,SAI,Williams,8.0,6.0,4.0,Finished,2025,5,Saudi Arabian Grand Prix,6.0,0.0083625449629986
23,A ALBON,ALB,Williams,9.0,11.0,2.0,Finished,2025,5,Saudi Arabian Grand Prix,11.0,0.0093362659518408
6,I HADJAR,HAD,Racing Bulls,10.0,14.0,1.0,Finished,2025,5,Saudi Arabian Grand Prix,14.0,0.0128760281348089
14,F ALONSO,ALO,Aston Martin,11.0,13.0,0.0,Finished,2025,5,Saudi Arabian Grand Prix,13.0,0.0115586409146104
30,L LAWSON,LAW,Racing Bulls,12.0,12.0,0.0,Finished,2025,5,Saudi Arabian Grand Prix,12.0,0.0102756203175476
87,O BEARMAN,BEA,Haas F1 Team,13.0,15.0,0.0,Finished,2025,5,Saudi Arabian Grand Prix,15.0,0.0142277819781428
31,E OCON,OCO,Haas F1 Team,14.0,19.0,0.0,Finished,2025,5,Saudi Arabian Grand Prix,19.0,0.020597062799276
27,N HULKENBERG,HUL,Kick Sauber,15.0,18.0,0.0,Lapped,2025,5,Saudi Arabian Grand Prix,18.0,0.0170458450752629
18,L STROLL,STR,Aston Martin,16.0,16.0,0.0,Lapped,2025,5,Saudi Arabian Grand Prix,16.0,0.01547643595207
7,J DOOHAN,DOO,Alpine,17.0,17.0,0.0,Lapped,2025,5,Saudi Arabian Grand Prix,17.0,0.0165532568103192
5,G BORTOLETO,BOR,Kick Sauber,18.0,20.0,0.0,Lapped,2025,5,Saudi Arabian Grand Prix,20.0,0.0248356129860014
22,Y TSUNODA,TSU,Red Bull Racing,19.0,8.0,0.0,Retired,2025,5,Saudi Arabian Grand Prix,8.0,0.0079730565674616
10,P GASLY,GAS,Alpine,20.0,9.0,0.0,Retired,2025,5,Saudi Arabian Grand Prix,9.0,0.0083740005040439
81,O PIASTRI,PIA,McLaren,1.0,4.0,25.0,Finished,2025,6,Miami Grand Prix,4.0,0.0007540253352514
4,L NORRIS,NOR,McLaren,2.0,2.0,18.0,Finished,2025,6,Miami Grand Prix,2.0,0.0007540253352514
63,G RUSSELL,RUS,Mercedes,3.0,5.0,15.0,Finished,2025,6,Miami Grand Prix,5.0,0.0020996705489305
1,M VERSTAPPEN,VER,Red Bull Racing,4.0,1.0,12.0,Finished,2025,6,Miami Grand Prix,1.0,0.0
23,A ALBON,ALB,Williams,5.0,7.0,10.0,Finished,2025,6,Miami Grand Prix,7.0,0.0055449863115401
12,K ANTONELLI,ANT,Mercedes,6.0,3.0,8.0,Finished,2025,6,Miami Grand Prix,3.0,0.0007772261147975
16,C LECLERC,LEC,Ferrari,7.0,8.0,6.0,Finished,2025,6,Miami Grand Prix,8.0,0.0063802143752031
44,L HAMILTON,HAM,Ferrari,8.0,12.0,4.0,Finished,2025,6,Miami Grand Prix,12.0,0.0093035125980233
55,C SAINZ,SAI,Williams,9.0,6.0,2.0,Finished,2025,6,Miami Grand Prix,6.0,0.0042341422671802
22,Y TSUNODA,TSU,Red Bull Racing,10.0,10.0,1.0,Finished,2025,6,Miami Grand Prix,10.0,0.0085726880423182
6,I HADJAR,HAD,Racing Bulls,11.0,11.0,0.0,Finished,2025,6,Miami Grand Prix,11.0,0.0090831051923344
31,E OCON,OCO,Haas F1 Team,12.0,9.0,0.0,Finished,2025,6,Miami Grand Prix,9.0,0.0071922416593198
10,P GASLY,GAS,Alpine,13.0,20.0,0.0,Finished,2025,6,Miami Grand Prix,18.0,0.0174701869982831
27,N HULKENBERG,HUL,Kick Sauber,14.0,16.0,0.0,Lapped,2025,6,Miami Grand Prix,16.0,0.0147208946220593
14,F ALONSO,ALO,Aston Martin,15.0,17.0,0.0,Lapped,2025,6,Miami Grand Prix,17.0,0.0162405456823349
18,L STROLL,STR,Aston Martin,16.0,18.0,0.0,Lapped,2025,6,Miami Grand Prix,19.0,0.0188622337710547
30,L LAWSON,LAW,Racing Bulls,17.0,15.0,0.0,Retired,2025,6,Miami Grand Prix,15.0,0.0134448517470187
5,G BORTOLETO,BOR,Kick Sauber,18.0,13.0,0.0,Retired,2025,6,Miami Grand Prix,13.0,0.0109855691151223
87,O BEARMAN,BEA,Haas F1 Team,19.0,19.0,0.0,Retired,2025,6,Miami Grand Prix,20.0,0.020822699642708
7,J DOOHAN,DOO,Alpine,20.0,14.0,0.0,Retired,2025,6,Miami Grand Prix,14.0,0.0113915827571808
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,2.0,25.0,Finished,2025,7,Emilia Romagna Grand Prix,2.0,0.0004553368153206
4,L NORRIS,NOR,McLaren,2.0,4.0,18.0,Finished,2025,7,Emilia Romagna Grand Prix,4.0,0.0039105397080487
81,O PIASTRI,PIA,McLaren,3.0,1.0,15.0,Finished,2025,7,Emilia Romagna Grand Prix,1.0,0.0
44,L HAMILTON,HAM,Ferrari,4.0,12.0,12.0,Finished,2025,7,Emilia Romagna Grand Prix,12.0,0.0146645239051827
23,A ALBON,ALB,Williams,5.0,7.0,10.0,Finished,2025,7,Emilia Romagna Grand Prix,7.0,0.010753984197134
16,C LECLERC,LEC,Ferrari,6.0,11.0,8.0,Finished,2025,7,Emilia Romagna Grand Prix,11.0,0.0125083701620463
63,G RUSSELL,RUS,Mercedes,7.0,3.0,6.0,Finished,2025,7,Emilia Romagna Grand Prix,3.0,0.0018347395205571
55,C SAINZ,SAI,Williams,8.0,6.0,4.0,Finished,2025,7,Emilia Romagna Grand Prix,6.0,0.0070711128967455
6,I HADJAR,HAD,Racing Bulls,9.0,9.0,2.0,Finished,2025,7,Emilia Romagna Grand Prix,9.0,0.0112494977902772
22,Y TSUNODA,TSU,Red Bull Racing,10.0,20.0,1.0,Finished,2025,7,Emilia Romagna Grand Prix,20.0,
14,F ALONSO,ALO,Aston Martin,11.0,5.0,0.0,Finished,2025,7,Emilia Romagna Grand Prix,5.0,0.0101915093076201
27,N HULKENBERG,HUL,Kick Sauber,12.0,17.0,0.0,Finished,2025,7,Emilia Romagna Grand Prix,17.0,0.0247488951386098
10,P GASLY,GAS,Alpine,13.0,10.0,0.0,Finished,2025,7,Emilia Romagna Grand Prix,10.0,0.0111825364939064
30,L LAWSON,LAW,Racing Bulls,14.0,15.0,0.0,Finished,2025,7,Emilia Romagna Grand Prix,16.0,0.0228873710995045
18,L STROLL,STR,Aston Martin,15.0,8.0,0.0,Finished,2025,7,Emilia Romagna Grand Prix,8.0,0.0110753984197133
43,F COLAPINTO,COL,Alpine,16.0,16.0,0.0,Finished,2025,7,Emilia Romagna Grand Prix,15.0,0.0212401232087853
87,O BEARMAN,BEA,Haas F1 Team,17.0,19.0,0.0,Finished,2025,7,Emilia Romagna Grand Prix,19.0,0.0301057988482657
5,G BORTOLETO,BOR,Kick Sauber,18.0,14.0,0.0,Finished,2025,7,Emilia Romagna Grand Prix,14.0,0.0212936922458819
12,K ANTONELLI,ANT,Mercedes,19.0,13.0,0.0,Retired,2025,7,Emilia Romagna Grand Prix,13.0,0.0147582697201018
31,E OCON,OCO,Haas F1 Team,20.0,18.0,0.0,Retired,2025,7,Emilia Romagna Grand Prix,18.0,0.0260211597696531
4,L NORRIS,NOR,McLaren,1.0,1.0,25.0,Finished,2025,8,Monaco Grand Prix,1.0,0.0
16,C LECLERC,LEC,Ferrari,2.0,2.0,18.0,Finished,2025,8,Monaco Grand Prix,2.0,0.0015581667953227
81,O PIASTRI,PIA,McLaren,3.0,3.0,15.0,Finished,2025,8,Monaco Grand Prix,3.0,0.0025016439374447
1,M VERSTAPPEN,VER,Red Bull Racing,4.0,4.0,12.0,Finished,2025,8,Monaco Grand Prix,5.0,0.010221002372988
44,L HAMILTON,HAM,Ferrari,5.0,7.0,10.0,Finished,2025,8,Monaco Grand Prix,4.0,0.0061183063155789
6,I HADJAR,HAD,Racing Bulls,6.0,5.0,8.0,Lapped,2025,8,Monaco Grand Prix,6.0,0.0138519598593362
31,E OCON,OCO,Haas F1 Team,7.0,8.0,6.0,Lapped,2025,8,Monaco Grand Prix,8.0,0.0141235669154015
30,L LAWSON,LAW,Racing Bulls,8.0,9.0,4.0,Lapped,2025,8,Monaco Grand Prix,9.0,0.0167967521514139
23,A ALBON,ALB,Williams,9.0,10.0,2.0,Lapped,2025,8,Monaco Grand Prix,10.0,0.0111215941904681
55,C SAINZ,SAI,Williams,10.0,11.0,1.0,Lapped,2025,8,Monaco Grand Prix,11.0,0.0201275123652686
63,G RUSSELL,RUS,Mercedes,11.0,14.0,0.0,Lapped,2025,8,Monaco Grand Prix,14.0,0.0222003030562943
87,O BEARMAN,BEA,Haas F1 Team,12.0,20.0,0.0,Lapped,2025,8,Monaco Grand Prix,17.0,0.0289475941332876
43,F COLAPINTO,COL,Alpine,13.0,18.0,0.0,Lapped,2025,8,Monaco Grand Prix,20.0,0.0377819710095205
5,G BORTOLETO,BOR,Kick Sauber,14.0,16.0,0.0,Lapped,2025,8,Monaco Grand Prix,16.0,0.027846870800812
18,L STROLL,STR,Aston Martin,15.0,19.0,0.0,Lapped,2025,8,Monaco Grand Prix,19.0,0.0372959373302457
27,N HULKENBERG,HUL,Kick Sauber,16.0,13.0,0.0,Lapped,2025,8,Monaco Grand Prix,13.0,0.0234725676873375
22,Y TSUNODA,TSU,Red Bull Racing,17.0,12.0,0.0,Lapped,2025,8,Monaco Grand Prix,12.0,0.0208851531006091
12,K ANTONELLI,ANT,Mercedes,18.0,15.0,0.0,Lapped,2025,8,Monaco Grand Prix,15.0,0.0275323784201046
14,F ALONSO,ALO,Aston Martin,19.0,6.0,0.0,Retired,2025,8,Monaco Grand Prix,7.0,0.0138662549675502
10,P GASLY,GAS,Alpine,20.0,17.0,0.0,Retired,2025,8,Monaco Grand Prix,18.0,0.0291620207564972
81,O PIASTRI,PIA,McLaren,1.0,1.0,25.0,Finished,2025,9,Spanish Grand Prix,1.0,0.0
4,L NORRIS,NOR,McLaren,2.0,2.0,18.0,Finished,2025,9,Spanish Grand Prix,2.0,0.0029211975512256
16,C LECLERC,LEC,Ferrari,3.0,7.0,15.0,Finished,2025,9,Spanish Grand Prix,7.0,0.0081765577390768
63,G RUSSELL,RUS,Mercedes,4.0,4.0,12.0,Finished,2025,9,Spanish Grand Prix,4.0,0.0042210605764122
27,N HULKENBERG,HUL,Kick Sauber,5.0,15.0,10.0,Finished,2025,9,Spanish Grand Prix,16.0,0.0229782238000725
44,L HAMILTON,HAM,Ferrari,6.0,5.0,8.0,Finished,2025,9,Spanish Grand Prix,5.0,0.0069745338663236
6,I HADJAR,HAD,Racing Bulls,7.0,9.0,6.0,Finished,2025,9,Spanish Grand Prix,9.0,0.0098677773739969
10,P GASLY,GAS,Alpine,8.0,8.0,4.0,Finished,2025,9,Spanish Grand Prix,8.0,0.0091269952198584
14,F ALONSO,ALO,Aston Martin,9.0,10.0,2.0,Finished,2025,9,Spanish Grand Prix,10.0,0.0103150420708355
1,M VERSTAPPEN,VER,Red Bull Racing,10.0,3.0,1.0,Finished,2025,9,Spanish Grand Prix,3.0,0.0042210605764122
30,L LAWSON,LAW,Racing Bulls,11.0,13.0,0.0,Finished,2025,9,Spanish Grand Prix,13.0,0.0170100355016352
5,G BORTOLETO,BOR,Kick Sauber,12.0,12.0,0.0,Finished,2025,9,Spanish Grand Prix,12.0,0.0169121963492018
22,Y TSUNODA,TSU,Red Bull Racing,13.0,19.0,0.0,Finished,2025,9,Spanish Grand Prix,20.0,0.0257037430464316
55,C SAINZ,SAI,Williams,14.0,17.0,0.0,Finished,2025,9,Spanish Grand Prix,18.0,0.0231599250831632
43,F COLAPINTO,COL,Alpine,15.0,18.0,0.0,Finished,2025,9,Spanish Grand Prix,19.0,0.0249909149358454
31,E OCON,OCO,Haas F1 Team,16.0,16.0,0.0,Finished,2025,9,Spanish Grand Prix,17.0,0.0231319710396106
87,O BEARMAN,BEA,Haas F1 Team,17.0,14.0,0.0,Finished,2025,9,Spanish Grand Prix,15.0,0.0213568892740333
12,K ANTONELLI,ANT,Mercedes,18.0,6.0,0.0,Retired,2025,9,Spanish Grand Prix,6.0,0.0078970173035529
23,A ALBON,ALB,Williams,19.0,11.0,0.0,Retired,2025,9,Spanish Grand Prix,11.0,0.0153048388449389
63,G RUSSELL,RUS,Mercedes,1.0,1.0,25.0,Finished,2025,10,Canadian Grand Prix,1.0,0.0
1,M VERSTAPPEN,VER,Red Bull Racing,2.0,2.0,18.0,Finished,2025,10,Canadian Grand Prix,2.0,0.0022567314066488
12,K ANTONELLI,ANT,Mercedes,3.0,4.0,15.0,Finished,2025,10,Canadian Grand Prix,4.0,0.0069394490754454
81,O PIASTRI,PIA,McLaren,4.0,3.0,12.0,Finished,2025,10,Canadian Grand Prix,3.0,0.0031171102554338
16,C LECLERC,LEC,Ferrari,5.0,8.0,10.0,Finished,2025,10,Canadian Grand Prix,8.0,0.0102540233289609
44,L HAMILTON,HAM,Ferrari,6.0,5.0,8.0,Finished,2025,10,Canadian Grand Prix,5.0,0.0088435661998052
14,F ALONSO,ALO,Aston Martin,7.0,6.0,6.0,Finished,2025,10,Canadian Grand Prix,6.0,0.0096898404772986
27,N HULKENBERG,HUL,Kick Sauber,8.0,11.0,4.0,Finished,2025,10,Canadian Grand Prix,13.0,0.0181102695383574
31,E OCON,OCO,Haas F1 Team,9.0,14.0,2.0,Lapped,2025,10,Canadian Grand Prix,15.0,0.0208606609402107
55,C SAINZ,SAI,Williams,10.0,16.0,1.0,Lapped,2025,10,Canadian Grand Prix,17.0,0.0211427523660417
87,O BEARMAN,BEA,Haas F1 Team,11.0,13.0,0.0,Lapped,2025,10,Canadian Grand Prix,14.0,0.0198451318072186
22,Y TSUNODA,TSU,Red Bull Racing,12.0,18.0,0.0,Lapped,2025,10,Canadian Grand Prix,11.0,0.0169677992637414
43,F COLAPINTO,COL,Alpine,13.0,10.0,0.0,Lapped,2025,10,Canadian Grand Prix,12.0,0.0175319821154035
5,G BORTOLETO,BOR,Kick Sauber,14.0,15.0,0.0,Lapped,2025,10,Canadian Grand Prix,16.0,0.0209593929392516
10,P GASLY,GAS,Alpine,15.0,20.0,0.0,Lapped,2025,10,Canadian Grand Prix,20.0,0.0249368820434702
6,I HADJAR,HAD,Racing Bulls,16.0,12.0,0.0,Lapped,2025,10,Canadian Grand Prix,9.0,0.0136532250102258
18,L STROLL,STR,Aston Martin,17.0,17.0,0.0,Lapped,2025,10,Canadian Grand Prix,18.0,0.0228211963497368
4,L NORRIS,NOR,McLaren,18.0,7.0,0.0,Retired,2025,10,Canadian Grand Prix,7.0,0.0098731999040889
30,L LAWSON,LAW,Racing Bulls,19.0,19.0,0.0,Retired,2025,10,Canadian Grand Prix,19.0,0.0229340329200694
23,A ALBON,ALB,Williams,20.0,9.0,0.0,Retired,2025,10,Canadian Grand Prix,10.0,0.0140058392925146
4,L NORRIS,NOR,McLaren,1.0,1.0,25.0,Finished,2025,11,Austrian Grand Prix,1.0,0.0
81,O PIASTRI,PIA,McLaren,2.0,3.0,18.0,Finished,2025,11,Austrian Grand Prix,3.0,0.0091135045567523
16,C LECLERC,LEC,Ferrari,3.0,2.0,15.0,Finished,2025,11,Austrian Grand Prix,2.0,0.0081443153929125
44,L HAMILTON,HAM,Ferrari,4.0,4.0,12.0,Finished,2025,11,Austrian Grand Prix,4.0,0.0095512028888089
63,G RUSSELL,RUS,Mercedes,5.0,5.0,10.0,Finished,2025,11,Austrian Grand Prix,5.0,0.01238060996389
30,L LAWSON,LAW,Racing Bulls,6.0,6.0,8.0,Finished,2025,11,Austrian Grand Prix,6.0,0.0149286395397915
14,F ALONSO,ALO,Aston Martin,7.0,11.0,6.0,Lapped,2025,11,Austrian Grand Prix,11.0,0.0180863203639149
5,G BORTOLETO,BOR,Kick Sauber,8.0,8.0,4.0,Lapped,2025,11,Austrian Grand Prix,8.0,0.0136780728767723
27,N HULKENBERG,HUL,Kick Sauber,9.0,20.0,2.0,Lapped,2025,11,Austrian Grand Prix,20.0,0.0255584561754544
31,E OCON,OCO,Haas F1 Team,10.0,17.0,1.0,Lapped,2025,11,Austrian Grand Prix,17.0,0.0217754920198216
87,O BEARMAN,BEA,Haas F1 Team,11.0,15.0,0.0,Lapped,2025,11,Austrian Grand Prix,15.0,0.0194932078598115
6,I HADJAR,HAD,Racing Bulls,12.0,13.0,0.0,Lapped,2025,11,Austrian Grand Prix,13.0,0.0170702349502119
10,P GASLY,GAS,Alpine,13.0,10.0,0.0,Lapped,2025,11,Austrian Grand Prix,10.0,0.0136780728767723
18,L STROLL,STR,Aston Martin,14.0,16.0,0.0,Lapped,2025,11,Austrian Grand Prix,16.0,0.0212283691047505
43,F COLAPINTO,COL,Alpine,15.0,14.0,0.0,Lapped,2025,11,Austrian Grand Prix,14.0,0.020431132857076
22,Y TSUNODA,TSU,Red Bull Racing,16.0,18.0,0.0,Lapped,2025,11,Austrian Grand Prix,18.0,0.0218536524362602
23,A ALBON,ALB,Williams,17.0,12.0,0.0,Retired,2025,11,Austrian Grand Prix,12.0,0.018320801613231
1,M VERSTAPPEN,VER,Red Bull Racing,18.0,7.0,0.0,Retired,2025,11,Austrian Grand Prix,7.0,0.0135217520438949
