DriverNumber,BroadcastName,Abbreviation,TeamName,Position,GridPosition,Points,Status,Year,RoundNumber,EventName,QualifyingPosition,QDelta
20,K MAGNUSSEN,MAG,Haas F1 Team,14.0,17.0,0.0,Finished,2024,14,Belgian Grand Prix,17.0,0.0295248278970297
77,V BOTTAS,BOT,Kick Sauber,15.0,14.0,0.0,Finished,2024,14,Belgian Grand Prix,14.0,0.014183582392916
22,Y TSUNODA,TSU,RB,16.0,20.0,0.0,Finished,2024,14,Belgian Grand Prix,18.0,0.0303466803347501
2,L SARGEANT,SAR,Williams,17.0,18.0,0.0,Finished,2024,14,Belgian Grand Prix,19.0,0.0359759276769854
27,N HULKENBERG,HUL,Haas F1 Team,18.0,16.0,0.0,Finished,2024,14,Belgian Grand Prix,16.0,0.0278281002836716
24,G ZHOU,ZHO,Kick Sauber,19.0,19.0,0.0,Retired,2024,14,Belgian Grand Prix,20.0,0.0407921597044866
63,G RUSSELL,RUS,Mercedes,20.0,6.0,0.0,Disqualified,2024,14,Belgian Grand Prix,7.0,0.0082715471151211
4,L NORRIS,NOR,McLaren,1.0,1.0,26.0,Finished,2024,15,Dutch Grand Prix,1.0,0.0
1,M VERSTAPPEN,VER,Red Bull Racing,2.0,2.0,18.0,Finished,2024,15,Dutch Grand Prix,2.0,0.0051095833393135
16,C LECLERC,LEC,Ferrari,3.0,6.0,15.0,Finished,2024,15,Dutch Grand Prix,6.0,0.0130466608298765
81,O PIASTRI,PIA,McLaren,4.0,3.0,12.0,Finished,2024,15,Dutch Grand Prix,3.0,0.0071620283323524
55,C SAINZ,SAI,Ferrari,5.0,10.0,10.0,Finished,2024,15,Dutch Grand Prix,10.0,0.0178117778766523
11,S PEREZ,PER,Red Bull Racing,6.0,5.0,8.0,Finished,2024,15,Dutch Grand Prix,5.0,0.0106641023064888
63,G RUSSELL,RUS,Mercedes,7.0,4.0,6.0,Finished,2024,15,Dutch Grand Prix,4.0,0.0081954272099665
44,L HAMILTON,HAM,Mercedes,8.0,14.0,4.0,Finished,2024,15,Dutch Grand Prix,11.0,0.018299771791081
10,P GASLY,GAS,Alpine,9.0,9.0,2.0,Lapped,2024,15,Dutch Grand Prix,9.0,0.016390854419933
14,F ALONSO,ALO,Aston Martin,10.0,7.0,1.0,Lapped,2024,15,Dutch Grand Prix,7.0,0.0137786517015198
27,N HULKENBERG,HUL,Haas F1 Team,11.0,12.0,0.0,Lapped,2024,15,Dutch Grand Prix,13.0,0.0221319592955664
3,D RICCIARDO,RIC,RB,12.0,13.0,0.0,Lapped,2024,15,Dutch Grand Prix,15.0,0.032580770169219
18,L STROLL,STR,Aston Martin,13.0,8.0,0.0,Lapped,2024,15,Dutch Grand Prix,8.0,0.0141805290428142
23,A ALBON,ALB,Williams,14.0,19.0,0.0,Lapped,2024,15,Dutch Grand Prix,10.0,0.0140657069453016
31,E OCON,OCO,Alpine,15.0,15.0,0.0,Lapped,2024,15,Dutch Grand Prix,16.0,0.0333271138030514
2,L SARGEANT,SAR,Williams,16.0,18.0,0.0,Lapped,2024,15,Dutch Grand Prix,20.0,
22,Y TSUNODA,TSU,RB,17.0,11.0,0.0,Lapped,2024,15,Dutch Grand Prix,12.0,0.0184002411264047
20,K MAGNUSSEN,MAG,Haas F1 Team,18.0,20.0,0.0,Lapped,2024,15,Dutch Grand Prix,14.0,0.023280180270693
77,V BOTTAS,BOT,Kick Sauber,19.0,16.0,0.0,Lapped,2024,15,Dutch Grand Prix,17.0,0.0358101416617628
24,G ZHOU,ZHO,Kick Sauber,20.0,17.0,0.0,Lapped,2024,15,Dutch Grand Prix,18.0,0.0514977107344307
16,C LECLERC,LEC,Ferrari,1.0,4.0,25.0,Finished,2024,16,Italian Grand Prix,4.0,0.0016892104831898
81,O PIASTRI,PIA,McLaren,2.0,2.0,18.0,Finished,2024,16,Italian Grand Prix,2.0,0.0013740592736396
4,L NORRIS,NOR,McLaren,3.0,1.0,16.0,Finished,2024,16,Italian Grand Prix,1.0,0.0
55,C SAINZ,SAI,Ferrari,4.0,5.0,12.0,Finished,2024,16,Italian Grand Prix,5.0,0.0017648467734819
44,L HAMILTON,HAM,Mercedes,5.0,6.0,10.0,Finished,2024,16,Italian Grand Prix,6.0,0.0023447249990546
1,M VERSTAPPEN,VER,Red Bull Racing,6.0,7.0,8.0,Finished,2024,16,Italian Grand Prix,7.0,0.0042230262079746
63,G RUSSELL,RUS,Mercedes,7.0,3.0,6.0,Finished,2024,16,Italian Grand Prix,3.0,0.0014244834671675
11,S PEREZ,PER,Red Bull Racing,8.0,8.0,4.0,Finished,2024,16,Italian Grand Prix,8.0,0.00926544556078
23,A ALBON,ALB,Williams,9.0,9.0,2.0,Finished,2024,16,Italian Grand Prix,9.0,0.0122530790273174
20,K MAGNUSSEN,MAG,Haas F1 Team,10.0,13.0,1.0,Finished,2024,16,Italian Grand Prix,13.0,0.0172828923317407
14,F ALONSO,ALO,Aston Martin,11.0,11.0,0.0,Finished,2024,16,Italian Grand Prix,11.0,0.013791016929923
43,F COLAPINTO,COL,Williams,12.0,18.0,0.0,Finished,2024,16,Italian Grand Prix,18.0,0.0218588878944118
3,D RICCIARDO,RIC,RB,13.0,12.0,0.0,Finished,2024,16,Italian Grand Prix,12.0,0.0145221677360797
31,E OCON,OCO,Alpine,14.0,15.0,0.0,Lapped,2024,16,Italian Grand Prix,15.0,0.0181148915249536
10,P GASLY,GAS,Alpine,15.0,14.0,0.0,Lapped,2024,16,Italian Grand Prix,14.0,0.0177871342670213
77,V BOTTAS,BOT,Kick Sauber,16.0,19.0,0.0,Lapped,2024,16,Italian Grand Prix,19.0,0.0223631298296923
27,N HULKENBERG,HUL,Haas F1 Team,17.0,10.0,0.0,Lapped,2024,16,Italian Grand Prix,10.0,0.0127573209625978
24,G ZHOU,ZHO,Kick Sauber,18.0,20.0,0.0,Lapped,2024,16,Italian Grand Prix,20.0,0.0266996104731049
18,L STROLL,STR,Aston Martin,19.0,17.0,0.0,Lapped,2024,16,Italian Grand Prix,17.0,0.0212537975720751
22,Y TSUNODA,TSU,RB,20.0,16.0,0.0,Retired,2024,16,Italian Grand Prix,16.0,0.020396586282098
81,O PIASTRI,PIA,McLaren,1.0,2.0,25.0,Finished,2024,17,Azerbaijan Grand Prix,2.0,0.0031667735411632
16,C LECLERC,LEC,Ferrari,2.0,1.0,18.0,Finished,2024,17,Azerbaijan Grand Prix,1.0,0.0
63,G RUSSELL,RUS,Mercedes,3.0,5.0,15.0,Finished,2024,17,Azerbaijan Grand Prix,5.0,0.0050214571104424
4,L NORRIS,NOR,McLaren,4.0,15.0,13.0,Finished,2024,17,Azerbaijan Grand Prix,16.0,0.0221378187737384
1,M VERSTAPPEN,VER,Red Bull Racing,5.0,6.0,10.0,Finished,2024,17,Azerbaijan Grand Prix,6.0,0.0064913924924776
14,F ALONSO,ALO,Aston Martin,6.0,7.0,8.0,Finished,2024,17,Azerbaijan Grand Prix,8.0,0.0099047994870024
23,A ALBON,ALB,Williams,7.0,9.0,6.0,Finished,2024,17,Azerbaijan Grand Prix,10.0,0.0145513737483353
43,F COLAPINTO,COL,Williams,8.0,8.0,4.0,Finished,2024,17,Azerbaijan Grand Prix,9.0,0.0109307946529867
44,L HAMILTON,HAM,Mercedes,9.0,19.0,2.0,Finished,2024,17,Azerbaijan Grand Prix,7.0,0.0091155724362453
50,O BEARMAN,BEA,Haas F1 Team,10.0,10.0,1.0,Finished,2024,17,Azerbaijan Grand Prix,11.0,0.0158141370295467
27,N HULKENBERG,HUL,Haas F1 Team,11.0,12.0,0.0,Finished,2024,17,Azerbaijan Grand Prix,13.0,0.0171262270014305
10,P GASLY,GAS,Alpine,12.0,18.0,0.0,Finished,2024,17,Azerbaijan Grand Prix,15.0,0.0178957233759187
3,D RICCIARDO,RIC,RB,13.0,14.0,0.0,Finished,2024,17,Azerbaijan Grand Prix,15.0,0.0215261678094016
24,G ZHOU,ZHO,Kick Sauber,14.0,17.0,0.0,Finished,2024,17,Azerbaijan Grand Prix,18.0,0.0284220391653923
31,E OCON,OCO,Alpine,15.0,20.0,0.0,Lapped,2024,17,Azerbaijan Grand Prix,19.0,0.0309672964040843
77,V BOTTAS,BOT,Kick Sauber,16.0,16.0,0.0,Lapped,2024,17,Azerbaijan Grand Prix,17.0,0.0222266068169486
11,S PEREZ,PER,Red Bull Racing,17.0,4.0,0.0,Retired,2024,17,Azerbaijan Grand Prix,4.0,0.0044196714842401
55,C SAINZ,SAI,Ferrari,18.0,3.0,0.0,Retired,2024,17,Azerbaijan Grand Prix,3.0,0.0043407487791645
18,L STROLL,STR,Aston Martin,19.0,13.0,0.0,Retired,2024,17,Azerbaijan Grand Prix,14.0,0.0197800029596015
22,Y TSUNODA,TSU,RB,20.0,11.0,0.0,Retired,2024,17,Azerbaijan Grand Prix,12.0,0.0164751146845558
4,L NORRIS,NOR,McLaren,1.0,1.0,25.0,Finished,2024,18,Singapore Grand Prix,1.0,0.0
1,M VERSTAPPEN,VER,Red Bull Racing,2.0,2.0,18.0,Finished,2024,18,Singapore Grand Prix,2.0,0.0017313599553197
81,O PIASTRI,PIA,McLaren,3.0,5.0,15.0,Finished,2024,18,Singapore Grand Prix,5.0,0.0012845573862049
63,G RUSSELL,RUS,Mercedes,4.0,4.0,12.0,Finished,2024,18,Singapore Grand Prix,4.0,0.0038201619659312
16,C LECLERC,LEC,Ferrari,5.0,9.0,10.0,Finished,2024,18,Singapore Grand Prix,9.0,0.0024797542585869
44,L HAMILTON,HAM,Mercedes,6.0,3.0,8.0,Finished,2024,18,Singapore Grand Prix,3.0,0.0035297402960065
55,C SAINZ,SAI,Ferrari,7.0,10.0,6.0,Finished,2024,18,Singapore Grand Prix,10.0,0.0065121474448477
14,F ALONSO,ALO,Aston Martin,8.0,7.0,4.0,Lapped,2024,18,Singapore Grand Prix,7.0,0.0076961742530018
27,N HULKENBERG,HUL,Haas F1 Team,9.0,6.0,2.0,Lapped,2024,18,Singapore Grand Prix,6.0,0.0065903378944427
11,S PEREZ,PER,Red Bull Racing,10.0,13.0,1.0,Lapped,2024,18,Singapore Grand Prix,13.0,0.0117732476961741
43,F COLAPINTO,COL,Williams,11.0,12.0,0.0,Lapped,2024,18,Singapore Grand Prix,12.0,0.0106785814018429
22,Y TSUNODA,TSU,RB,12.0,8.0,0.0,Lapped,2024,18,Singapore Grand Prix,8.0,0.0085339290700921
31,E OCON,OCO,Alpine,13.0,15.0,0.0,Lapped,2024,18,Singapore Grand Prix,15.0,0.0138955598994694
18,L STROLL,STR,Aston Martin,14.0,17.0,0.0,Lapped,2024,18,Singapore Grand Prix,17.0,0.0175258307735268
24,G ZHOU,ZHO,Kick Sauber,15.0,20.0,0.0,Lapped,2024,18,Singapore Grand Prix,20.0,0.0282490924322814
77,V BOTTAS,BOT,Kick Sauber,16.0,19.0,0.0,Lapped,2024,18,Singapore Grand Prix,19.0,0.0228651214744484
10,P GASLY,GAS,Alpine,17.0,18.0,0.0,Lapped,2024,18,Singapore Grand Prix,18.0,0.0199609047752023
3,D RICCIARDO,RIC,RB,18.0,16.0,0.0,Lapped,2024,18,Singapore Grand Prix,16.0,0.0174253001954759
20,K MAGNUSSEN,MAG,Haas F1 Team,19.0,14.0,0.0,Retired,2024,18,Singapore Grand Prix,14.0,0.0125998324490365
23,A ALBON,ALB,Williams,20.0,11.0,0.0,Retired,2024,18,Singapore Grand Prix,11.0,0.0106003909522479
16,C LECLERC,LEC,Ferrari,1.0,4.0,25.0,Finished,2024,19,United States Grand Prix,4.0,0.0044405935232318
55,C SAINZ,SAI,Ferrari,2.0,3.0,18.0,Finished,2024,19,United States Grand Prix,3.0,0.0034874905231236
1,M VERSTAPPEN,VER,Red Bull Racing,3.0,2.0,15.0,Finished,2024,19,United States Grand Prix,2.0,0.00033575219322
4,L NORRIS,NOR,McLaren,4.0,1.0,12.0,Finished,2024,19,United States Grand Prix,1.0,0.0
81,O PIASTRI,PIA,McLaren,5.0,5.0,10.0,Finished,2024,19,United States Grand Prix,5.0,0.0067150438643994
63,G RUSSELL,RUS,Mercedes,6.0,20.0,8.0,Finished,2024,19,United States Grand Prix,6.0,0.0069749810462472
11,S PEREZ,PER,Red Bull Racing,7.0,9.0,6.0,Finished,2024,19,United States Grand Prix,10.0,0.0074731939781219
27,N HULKENBERG,HUL,Haas F1 Team,8.0,11.0,4.0,Finished,2024,19,United States Grand Prix,12.0,0.0131484891151304
30,L LAWSON,LAW,RB,9.0,19.0,2.0,Finished,2024,19,United States Grand Prix,15.0,0.0109281923535145
43,F COLAPINTO,COL,Williams,10.0,15.0,1.0,Finished,2024,19,United States Grand Prix,17.0,0.0187587999566771
20,K MAGNUSSEN,MAG,Haas F1 Team,11.0,8.0,0.0,Finished,2024,19,United States Grand Prix,9.0,0.012390339001408
10,P GASLY,GAS,Alpine,12.0,6.0,0.0,Finished,2024,19,United States Grand Prix,7.0,0.0074515325463013
14,F ALONSO,ALO,Aston Martin,13.0,7.0,0.0,Lapped,2024,19,United States Grand Prix,8.0,0.0106032708762049
22,Y TSUNODA,TSU,RB,14.0,10.0,0.0,Lapped,2024,19,United States Grand Prix,11.0,0.0127369219105383
18,L STROLL,STR,Aston Martin,15.0,13.0,0.0,Lapped,2024,19,United States Grand Prix,14.0,0.0154770930358496
23,A ALBON,ALB,Williams,16.0,14.0,0.0,Lapped,2024,19,United States Grand Prix,16.0,0.0186396620816636
77,V BOTTAS,BOT,Kick Sauber,17.0,16.0,0.0,Lapped,2024,19,United States Grand Prix,18.0,0.0197335643886061
31,E OCON,OCO,Alpine,18.0,12.0,0.0,Lapped,2024,19,United States Grand Prix,13.0,0.0137225170583775
24,G ZHOU,ZHO,Kick Sauber,19.0,18.0,0.0,Lapped,2024,19,United States Grand Prix,20.0,0.0205566987977904
44,L HAMILTON,HAM,Mercedes,20.0,17.0,0.0,Retired,2024,19,United States Grand Prix,19.0,0.0197552258204267
55,C SAINZ,SAI,Ferrari,1.0,1.0,25.0,Finished,2024,20,Mexico City Grand Prix,1.0,0.0
4,L NORRIS,NOR,McLaren,2.0,3.0,18.0,Finished,2024,20,Mexico City Grand Prix,3.0,0.0041345166302373
16,C LECLERC,LEC,Ferrari,3.0,4.0,16.0,Finished,2024,20,Mexico City Grand Prix,4.0,0.0042003528823111
44,L HAMILTON,HAM,Mercedes,4.0,6.0,12.0,Finished,2024,20,Mexico City Grand Prix,6.0,0.0092829115424116
63,G RUSSELL,RUS,Mercedes,5.0,5.0,10.0,Finished,2024,20,Mexico City Grand Prix,5.0,0.0053985726700549
1,M VERSTAPPEN,VER,Red Bull Racing,6.0,2.0,8.0,Finished,2024,20,Mexico City Grand Prix,2.0,0.0029626313433229
20,K MAGNUSSEN,MAG,Haas F1 Team,7.0,7.0,6.0,Finished,2024,20,Mexico City Grand Prix,7.0,0.0123772153898822
81,O PIASTRI,PIA,McLaren,8.0,17.0,4.0,Finished,2024,20,Mexico City Grand Prix,17.0,0.0217391304347825
27,N HULKENBERG,HUL,Haas F1 Team,9.0,10.0,2.0,Lapped,2024,20,Mexico City Grand Prix,10.0,0.0138124456850921
10,P GASLY,GAS,Alpine,10.0,8.0,1.0,Lapped,2024,20,Mexico City Grand Prix,8.0,0.0124562188923708
18,L STROLL,STR,Aston Martin,11.0,14.0,0.0,Lapped,2024,20,Mexico City Grand Prix,14.0,0.0177494535591077
43,F COLAPINTO,COL,Williams,12.0,16.0,0.0,Lapped,2024,20,Mexico City Grand Prix,16.0,0.0212256076686067
31,E OCON,OCO,Alpine,13.0,0.0,0.0,Lapped,2024,20,Mexico City Grand Prix,19.0,0.022002475443078
77,V BOTTAS,BOT,Kick Sauber,14.0,15.0,0.0,Lapped,2024,20,Mexico City Grand Prix,15.0,0.0190530113501698
24,G ZHOU,ZHO,Kick Sauber,15.0,19.0,0.0,Lapped,2024,20,Mexico City Grand Prix,20.0,0.0279935743817976
30,L LAWSON,LAW,RB,16.0,12.0,0.0,Lapped,2024,20,Mexico City Grand Prix,12.0,0.0160113765043584
11,S PEREZ,PER,Red Bull Racing,17.0,18.0,0.0,Lapped,2024,20,Mexico City Grand Prix,18.0,0.0219234719405894
14,F ALONSO,ALO,Aston Martin,18.0,13.0,0.0,Retired,2024,20,Mexico City Grand Prix,13.0,0.016090380006847
23,A ALBON,ALB,Williams,19.0,9.0,0.0,Retired,2024,20,Mexico City Grand Prix,9.0,0.0137202749321886
22,Y TSUNODA,TSU,RB,20.0,11.0,0.0,Retired,2024,20,Mexico City Grand Prix,11.0,0.015576857240671
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,17.0,26.0,Finished,2024,21,São Paulo Grand Prix,12.0,0.0523469815958275
31,E OCON,OCO,Alpine,2.0,4.0,18.0,Finished,2024,21,São Paulo Grand Prix,4.0,0.0128289670883039
10,P GASLY,GAS,Alpine,3.0,13.0,15.0,Finished,2024,21,São Paulo Grand Prix,15.0,0.0721179785384569
63,G RUSSELL,RUS,Mercedes,4.0,2.0,12.0,Finished,2024,21,São Paulo Grand Prix,2.0,0.0020742161740903
16,C LECLERC,LEC,Ferrari,5.0,6.0,10.0,Finished,2024,21,São Paulo Grand Prix,6.0,0.0134284515316828
4,L NORRIS,NOR,McLaren,6.0,1.0,8.0,Finished,2024,21,São Paulo Grand Prix,1.0,0.0
22,Y TSUNODA,TSU,RB,7.0,3.0,6.0,Finished,2024,21,São Paulo Grand Prix,3.0,0.0084647203405072
81,O PIASTRI,PIA,McLaren,8.0,8.0,4.0,Finished,2024,21,São Paulo Grand Prix,8.0,0.0153587914393622
30,L LAWSON,LAW,RB,9.0,5.0,2.0,Finished,2024,21,São Paulo Grand Prix,5.0,0.0129368742881121
44,L HAMILTON,HAM,Mercedes,10.0,14.0,1.0,Finished,2024,21,São Paulo Grand Prix,16.0,0.0928601402793598
11,S PEREZ,PER,Red Bull Racing,11.0,12.0,0.0,Finished,2024,21,São Paulo Grand Prix,13.0,0.0569869911875786
50,O BEARMAN,BEA,Haas F1 Team,12.0,15.0,0.0,Finished,2024,21,São Paulo Grand Prix,17.0,0.093807325699898
77,V BOTTAS,BOT,Kick Sauber,13.0,11.0,0.0,Finished,2024,21,São Paulo Grand Prix,11.0,0.036772375756849
14,F ALONSO,ALO,Aston Martin,14.0,9.0,0.0,Finished,2024,21,São Paulo Grand Prix,9.0,0.0670583298363407
24,G ZHOU,ZHO,Kick Sauber,15.0,19.0,0.0,Finished,2024,21,São Paulo Grand Prix,20.0,0.1062046639889695
55,C SAINZ,SAI,Ferrari,16.0,20.0,0.0,Retired,2024,21,São Paulo Grand Prix,14.0,0.0719501228943109
43,F COLAPINTO,COL,Williams,17.0,16.0,0.0,Retired,2024,21,São Paulo Grand Prix,18.0,0.0942989029434685
23,A ALBON,ALB,Williams,18.0,7.0,0.0,Did not start,2024,21,São Paulo Grand Prix,7.0,0.0150110904622024
18,L STROLL,STR,Aston Martin,19.0,10.0,0.0,Did not start,2024,21,São Paulo Grand Prix,10.0,0.0351177986931239
27,N HULKENBERG,HUL,Haas F1 Team,20.0,18.0,0.0,Disqualified,2024,21,São Paulo Grand Prix,19.0,0.0985312631137222
63,G RUSSELL,RUS,Mercedes,1.0,1.0,25.0,Finished,2024,22,Las Vegas Grand Prix,1.0,0.0
44,L HAMILTON,HAM,Mercedes,2.0,10.0,18.0,Finished,2024,22,Las Vegas Grand Prix,10.0,0.0027623710893491
55,C SAINZ,SAI,Ferrari,3.0,2.0,15.0,Finished,2024,22,Las Vegas Grand Prix,2.0,0.0010616171245341
16,C LECLERC,LEC,Ferrari,4.0,4.0,12.0,Finished,2024,22,Las Vegas Grand Prix,4.0,0.0051022618944449
1,M VERSTAPPEN,VER,Red Bull Racing,5.0,5.0,10.0,Finished,2024,22,Las Vegas Grand Prix,5.0,0.005253921483664
4,L NORRIS,NOR,McLaren,6.0,6.0,9.0,Finished,2024,22,Las Vegas Grand Prix,6.0,0.0075396481497529
81,O PIASTRI,PIA,McLaren,7.0,8.0,6.0,Finished,2024,22,Las Vegas Grand Prix,8.0,0.0077129733945749
27,N HULKENBERG,HUL,Haas F1 Team,8.0,9.0,4.0,Finished,2024,22,Las Vegas Grand Prix,9.0,0.0081246208510269
22,Y TSUNODA,TSU,RB,9.0,7.0,2.0,Finished,2024,22,Las Vegas Grand Prix,7.0,0.0077671375335817
11,S PEREZ,PER,Red Bull Racing,10.0,15.0,1.0,Finished,2024,22,Las Vegas Grand Prix,16.0,0.0199649016379236
14,F ALONSO,ALO,Aston Martin,11.0,16.0,0.0,Finished,2024,22,Las Vegas Grand Prix,17.0,0.0210806829014645
20,K MAGNUSSEN,MAG,Haas F1 Team,12.0,12.0,0.0,Finished,2024,22,Las Vegas Grand Prix,12.0,0.0106703353843487
24,G ZHOU,ZHO,Kick Sauber,13.0,13.0,0.0,Finished,2024,22,Las Vegas Grand Prix,13.0,0.0135843660629171
43,F COLAPINTO,COL,Williams,14.0,20.0,0.0,Finished,2024,22,Las Vegas Grand Prix,14.0,0.0155342750671635
18,L STROLL,STR,Aston Martin,15.0,18.0,0.0,Finished,2024,22,Las Vegas Grand Prix,20.0,0.023528901984574
30,L LAWSON,LAW,RB,16.0,14.0,0.0,Finished,2024,22,Las Vegas Grand Prix,15.0,0.0192282693474305
31,E OCON,OCO,Alpine,17.0,11.0,0.0,Lapped,2024,22,Las Vegas Grand Prix,11.0,0.0098470404714447
77,V BOTTAS,BOT,Kick Sauber,18.0,19.0,0.0,Lapped,2024,22,Las Vegas Grand Prix,19.0,0.0229439292833002
23,A ALBON,ALB,Williams,19.0,17.0,0.0,Retired,2024,22,Las Vegas Grand Prix,18.0,0.0228897651442932
10,P GASLY,GAS,Alpine,20.0,3.0,0.0,Retired,2024,22,Las Vegas Grand Prix,3.0,0.003813155386082
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,2.0,25.0,Finished,2024,23,Qatar Grand Prix,1.0,0.0
16,C LECLERC,LEC,Ferrari,2.0,5.0,18.0,Finished,2024,23,Qatar Grand Prix,5.0,0.0041231992051665
81,O PIASTRI,PIA,McLaren,3.0,4.0,15.0,Finished,2024,23,Qatar Grand Prix,4.0,0.0038375558867361
63,G RUSSELL,RUS,Mercedes,4.0,1.0,12.0,Finished,2024,23,Qatar Grand Prix,2.0,0.0006830601092897
10,P GASLY,GAS,Alpine,5.0,11.0,10.0,Finished,2024,23,Qatar Grand Prix,11.0,0.011388474913065
55,C SAINZ,SAI,Ferrari,6.0,7.0,8.0,Finished,2024,23,Qatar Grand Prix,7.0,0.0064704421261798
14,F ALONSO,ALO,Aston Martin,7.0,8.0,6.0,Finished,2024,23,Qatar Grand Prix,8.0,0.0085444610034774
24,G ZHOU,ZHO,Kick Sauber,8.0,12.0,4.0,Finished,2024,23,Qatar Grand Prix,12.0,0.012183308494784
20,K MAGNUSSEN,MAG,Haas F1 Team,9.0,10.0,2.0,Finished,2024,23,Qatar Grand Prix,10.0,0.0107675111773472
4,L NORRIS,NOR,McLaren,10.0,3.0,2.0,Finished,2024,23,Qatar Grand Prix,3.0,0.003129657228018
77,V BOTTAS,BOT,Kick Sauber,11.0,13.0,0.0,Finished,2024,23,Qatar Grand Prix,13.0,0.0150397416790859
44,L HAMILTON,HAM,Mercedes,12.0,6.0,0.0,Finished,2024,23,Qatar Grand Prix,6.0,0.0060978638847491
22,Y TSUNODA,TSU,RB,13.0,14.0,0.0,Finished,2024,23,Qatar Grand Prix,14.0,0.0155365126676602
30,L LAWSON,LAW,RB,14.0,17.0,0.0,Finished,2024,23,Qatar Grand Prix,17.0,0.0234848484848485
23,A ALBON,ALB,Williams,15.0,16.0,0.0,Lapped,2024,23,Qatar Grand Prix,16.0,0.023224043715847
27,N HULKENBERG,HUL,Haas F1 Team,16.0,18.0,0.0,Retired,2024,23,Qatar Grand Prix,18.0,0.0238698460009935
11,S PEREZ,PER,Red Bull Racing,17.0,9.0,0.0,Retired,2024,23,Qatar Grand Prix,9.0,0.0112394436164928
18,L STROLL,STR,Aston Martin,18.0,15.0,0.0,Retired,2024,23,Qatar Grand Prix,15.0,0.0172752111276702
43,F COLAPINTO,COL,Williams,19.0,19.0,0.0,Retired,2024,23,Qatar Grand Prix,19.0,0.0257575757575757
31,E OCON,OCO,Alpine,20.0,20.0,0.0,Retired,2024,23,Qatar Grand Prix,20.0,0.0272478887232985
4,L NORRIS,NOR,McLaren,1.0,1.0,25.0,Finished,2024,24,Abu Dhabi Grand Prix,1.0,0.0
55,C SAINZ,SAI,Ferrari,2.0,3.0,18.0,Finished,2024,24,Abu Dhabi Grand Prix,3.0,0.0027725649252375
16,C LECLERC,LEC,Ferrari,3.0,19.0,15.0,Finished,2024,24,Abu Dhabi Grand Prix,14.0,0.0085598401840306
44,L HAMILTON,HAM,Mercedes,4.0,16.0,12.0,Finished,2024,24,Abu Dhabi Grand Prix,18.0,0.0156425933773231
63,G RUSSELL,RUS,Mercedes,5.0,6.0,10.0,Finished,2024,24,Abu Dhabi Grand Prix,7.0,0.0065016042133301
1,M VERSTAPPEN,VER,Red Bull Racing,6.0,4.0,8.0,Finished,2024,24,Abu Dhabi Grand Prix,5.0,0.0042375446455595
10,P GASLY,GAS,Alpine,7.0,5.0,6.0,Finished,2024,24,Abu Dhabi Grand Prix,6.0,0.0047097281917791
27,N HULKENBERG,HUL,Haas F1 Team,8.0,7.0,4.0,Finished,2024,24,Abu Dhabi Grand Prix,4.0,0.0035232156910224
14,F ALONSO,ALO,Aston Martin,9.0,8.0,2.0,Finished,2024,24,Abu Dhabi Grand Prix,8.0,0.0072764695199467
81,O PIASTRI,PIA,McLaren,10.0,2.0,1.0,Finished,2024,24,Abu Dhabi Grand Prix,2.0,0.0025304195169199
23,A ALBON,ALB,Williams,11.0,18.0,0.0,Lapped,2024,24,Abu Dhabi Grand Prix,16.0,0.0148435135298746
22,Y TSUNODA,TSU,RB,12.0,11.0,0.0,Lapped,2024,24,Abu Dhabi Grand Prix,11.0,0.009976390822689
24,G ZHOU,ZHO,Kick Sauber,13.0,15.0,0.0,Lapped,2024,24,Abu Dhabi Grand Prix,17.0,0.0155578424844118
18,L STROLL,STR,Aston Martin,14.0,13.0,0.0,Lapped,2024,24,Abu Dhabi Grand Prix,13.0,0.0137296446516132
61,J DOOHAN,DOO,Alpine,15.0,17.0,0.0,Lapped,2024,24,Abu Dhabi Grand Prix,20.0,0.018281978327986
20,K MAGNUSSEN,MAG,Haas F1 Team,16.0,14.0,0.0,Lapped,2024,24,Abu Dhabi Grand Prix,15.0,0.0125552394212725
30,L LAWSON,LAW,RB,17.0,12.0,0.0,Retired,2024,24,Abu Dhabi Grand Prix,12.0,0.0106180761547308
77,V BOTTAS,BOT,Kick Sauber,18.0,9.0,0.0,Retired,2024,24,Abu Dhabi Grand Prix,9.0,0.0073733276832737
43,F COLAPINTO,COL,Williams,19.0,20.0,0.0,Retired,2024,24,Abu Dhabi Grand Prix,19.0,0.0159452751377202
11,S PEREZ,PER,Red Bull Racing,20.0,10.0,0.0,Retired,2024,24,Abu Dhabi Grand Prix,10.0,0.0080997639082268
4,L NORRIS,NOR,McLaren,1.0,1.0,25.0,Finished,2025,1,Australian Grand Prix,1.0,0.0
1,M VERSTAPPEN,VER,Red Bull Racing,2.0,3.0,18.0,Finished,2025,1,Australian Grand Prix,3.0,0.0051267710663682
63,G RUSSELL,RUS,Mercedes,3.0,4.0,15.0,Finished,2025,1,Australian Grand Prix,4.0,0.0059923298178332
12,A ANTONELLI,ANT,Mercedes,4.0,16.0,12.0,Finished,2025,1,Australian Grand Prix,16.0,0.0190289762437413
23,A ALBON,ALB,Williams,5.0,6.0,10.0,Finished,2025,1,Australian Grand Prix,6.0,0.0085357409182911
18,L STROLL,STR,Aston Martin,6.0,13.0,8.0,Finished,2025,1,Australian Grand Prix,13.0,0.0169516352402257
